factura_numero,ref,descripcion,cantidad,precio,descuento,importe
32,REF_AUTO_2F43B4,ALARGADERA HEX RED H 1 1/4 M 1 LATÓN,1.0,4.95,54.0,2.277
52,3820 010,MANÓMETRO RADIAL D.53 0-10B,1.0,4.85,54.0,2.231
64,3820 010,MANÓMETRO RADIAL D.53 0-10B,1.0,4.8,54.0,2.208
Líneas de factura de compra,3027E,MACHÓNN RED 1-3/4 LATÓN,2.0,2.4,54.0,2.208
36,MA.203300,OSCAR TORREDONJIMENO,4.0,0.91,40.0,2.184
28,0335935,RETIRADO EN TIENDA,2.0,2.17,50.0,2.17
27,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),1.0,4.05,50.0,2.025
68,050915,ANASTASIO (FUENTE TÓJAR),1.0,2.5774,22.0,2.010372
69,050915,ANASTASIO (FUENTE TÓJAR),1.0,2.5774,22.0,2.010372
68,022052,NICOLÁS,5.0,0.3941,0.0,1.9705
69,022052,NICOLÁS,5.0,0.3941,0.0,1.9705
32,3005,Mª JOSÉ (GRANADA),2.0,2.1,54.0,1.932
32,3004E,Mª JOSÉ (GRANADA),3.0,1.4,54.0,1.9319999999999995
32,3004E,ANTONIO AGUAYO (MARTOS),3.0,1.4,54.0,1.9319999999999995
32,REF_AUTO_2F43B4,ANTONIO AGUAYO (MARTOS),2.0,2.1,54.0,1.932
52,3403E,JESÚS MORALES BUSTOS - LA YEDRA,4.0,1.05,54.0,1.932
52,3005,JESÚS MORALES BUSTOS - LA YEDRA,2.0,2.1,54.0,1.932
38,AS02213,BI NATURA (GRANADA),1.0,3.6,47.22,1.90008
70,AS02213,NASTASIO (FUNTE TÓJAR),1.0,1.9,0.0,1.9
27,602,MARCOS MONTAJE,1.0,1.84,0.0,1.84
Líneas de factura de compra,3042C,FRANCISCO AVENIDA ANDALUCIA,4.0,1.0,54.0,1.84
28,0335816,RETIRADO EN TIENDA,2.0,1.8195,50.0,1.8195
28,0335934,RETIRADO EN TIENDA,2.0,1.81,50.0,1.81
52,3227,NICOLÁS. CALLE PERPETUO SOCORRO,2.0,1.95,54.0,1.7939999999999998
64,REF_AUTO_2F43B4,ANASTASIO (FUENTE TÓJAR),1.0,3.9,54.0,1.7939999999999998
64,MULPTHKRC2X34,FUENTE TÓJAR,1.0,7.66,77.0,1.7617999999999998
64,45020,ANASTASIO (FUENTE TÓJAR),1.0,3.8,54.0,1.7479999999999998
32,REF_AUTO_2F43B4,TAPÓN R MAC LATÓN 1.1/4 S/C,1.0,3.75,54.0,1.725
5,624,TRANSPORTES,1.0,1.68,0.0,1.68
68,080561,ANASTASIO (FUENTE tÓJAR),2.0,1.0561,22.0,1.6475160000000002
69,080561,ANASTASIO (FUENTE tÓJAR),2.0,1.0561,22.0,1.6475160000000002
28,2006240,GOMA DESAGÜE LAVADORA 2 MTS,1.0,3.24,50.0,1.62
11,624,TRANSPORTES,1.0,1.58,0.0,1.58
8,AS04224,FRANCISCO POCRUNA (ARJONA),1.0,2.03,35.0,1.3195
7,3004E,MACHON DOBLE 1/2 LATON,2.0,1.4,54.0,1.2879999999999998
18,333661AG,BROCHA BASIC Nº20,1.0,1.96,40.0,1.176
68,125251,ALMACÉN,1.0,1.4917,22.0,1.163526
69,125251,ALMACÉN,1.0,1.4917,22.0,1.163526
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),2.0,1.15,54.0,1.0579999999999998
64,REF_AUTO_2F43B4,ANASTASIO (FUENTE TÓJAR),2.0,1.15,54.0,1.0579999999999998
32,3403E,Mª JOSÉ (GRANADA),2.0,1.05,54.0,0.966
Líneas de factura de compra,06593,ACADEMIA GUARDIA CIVIL,5.0,0.4,54.0,0.92
Líneas de factura de compra,06593,ACADEMIA GUARDIA CIVIL BAEZA,5.0,0.4,54.0,0.92
Líneas de factura de compra,06507,ACEDEMIA GUARDIA CIVIL BAEZA,5.0,0.4,54.0,0.92
8,AS04223,FRANCISCO PORCUNA (ARJONA),1.0,1.4,35.0,0.91
Líneas de factura de compra,1102000000,JUNTA DE GOMA 2',4.0,0.48,54.0,0.8831999999999999
75,SOL 6625,JAVI C,5.0,0.17,0.0,0.8500000000000001
8,AS04222,FRANCISCO PORCUNA (ARJONA),1.0,1.3,35.0,0.8450000000000001
52,6295,OTROS GASTOS,1.0,0.83,0.0,0.83
32,REF_AUTO_2F43B4,Mª JOSÉ (GRANADA),2.0,0.66,38.0,0.8184
8,AS04213,FRANCISCO PORCUNA (ARJONA),1.0,1.26,35.0,0.8190000000000001
Líneas de factura de compra,INA-11,ACADEMIA GUARDIA CIVIL,1.0,1.5,54.0,0.69
68,042629,ANASTASIO (FUENTE TÓJAR),1.0,2.1331,70.0,0.6399300000000001
69,042629,ANASTASIO (FUENTE TÓJAR),1.0,2.1331,70.0,0.6399300000000001
Líneas de factura de compra,DS-01,ACADEMIA GUARDIA CIVIL,2.0,0.7,54.0,0.6439999999999999
Líneas de factura de compra,CMH-104,ACADEMIA GUARDIA CIVIL,2.0,0.55,54.0,0.506
47,REF_AUTO_2F43B4,LA YEDRA,1.0,0.929,50.0,0.4645
68,027008,ANASTASIO,2.0,0.6,67.0,0.3959999999999999
69,027008,ANASTASIO,2.0,0.6,67.0,0.3959999999999999
Líneas de factura de compra,CMH-106M-H,ACADEMIA GUARDIA CIVIL,1.0,0.55,54.0,0.253
Líneas de factura de compra,CR-01,ACADEMIA GUARDIA CIVIL,1.0,0.5,54.0,0.2299999999999999
47,JUNTA-GOMA-ANCHA-40,LA YEDRA,2.0,0.17,50.0,0.17
68,050024,NICOLÁS,1.0,0.1581,0.0,0.1581
69,050024,NICOLÁS,1.0,0.1581,0.0,0.1581
32,REF_AUTO_2F43B4,BOLSA COMPRA PLASTICO,1.0,0.15,0.0,0.15
64,B,BOLSA COMPRA PLASTICO,1.0,0.15,0.0,0.15
27,REF_AUTO_2F43B4,BOLSA,1.0,0.05,0.0,0.05
44,343034,PISTOLA PROFESIONAL 18:1 310ML,1.0,0.01,0.0,0.01
33,AS04055,ABONO  DEVOLUCIÓN FACTURA 9749709,-1.0,5.1,35.0,-3.315
33,AS04051,ABONO  DEVOLUCIÓN FACTURA 9749709,-1.0,5.56,35.0,-3.614
32,740078010,RADIADOR EUROPA  800 C 10 ELEMENTOS 7 ELEMENTOS,-0.1,117.9,0.0,-11.79
4,HV330A,CRISTAL PUERTA HOGAR HV/HP/HQ,-1.0,100.0,40.0,-60.0
68,140953,TANIA,-1.0,133.31,0.0,-133.31
69,140953,TANIA,-1.0,133.31,0.0,-133.31
